"ID","SoundType","Name","File_1","File_2","File_3","File_4","File_5","File_6","File_7","File_8","File_9","File_10","Freq_1","Freq_2","Freq_3","Freq_4","Freq_5","Freq_6","Freq_7","Freq_8","Freq_9","Freq_10","DirectoryBase","Volumefloat","Flags","MinDistance","DistanceCutoff","EAXDef","SoundEntriesAdvancedID"
"38","1","Immolate","Immolate.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Spells","0,8","0","8","45","2","0"
"39","1","Divine Shield","DivineShield.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Spells","0,8","0","8","45","2","0"
"42","1","ShieldBash","m1hSwordHitMetalShieldCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword1H","0,8","0","8","45","2","0"
"44","1","Holy Bolt","HolyBolt.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Spells","0,8","0","8","45","2","0"
"45","1","Item - Eat","iEating1.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\UseSounds","0,8","0","8","45","2","0"
"46","1","Dismember","m2hAxeHitFleshCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe2H","0,8","0","8","45","2","0"
"48","1","Special Physical Ability Cast","mWooshMediumCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\WeaponSwings","0,8","0","8","45","2","0"
"49","1","Special Ability Impact Sound","UnarmedAttackMediumCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Unarmed","0,8","0","8","45","2","0"
"50","1","Special Weapon Impact","m1hSwordHitFleshCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword1H","0,8","0","8","45","2","0"
"51","1","FireBoltPrecast","PreCastFireHigh.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Spells","0,8","512","8","45","2","0"
"61","2","GLUESCREENSMALLBUTTONMOUSEDOWN","iUIMainMenuButtonA.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\interface","0,7","0","8","45","2","0"
"62","2","GLUESCREENSMALLBUTTONMOUSEUP","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"63","2","GLUESCREENSMALLBUTTONMOUSEOVER","MouseOverTarget.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"64","2","GLUESCREENMEDIUMBUTTONMOUSEDOWN","iUIMainMenuButtonA.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\interface","0,7","0","8","45","2","0"
"65","2","GLUESCREENMEDIUMBUTTONMOUSEUP","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"66","2","GLUESCREENMEDIUMBUTTONMOUSEOVER","MouseOverTarget.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","0,7","0","8","45","2","0"
"67","2","GLUESCREENLARGEBUTTONMOUSEDOWN","iUIMainMenuButtonA.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\interface","1","0","8","45","2","0"
"68","2","GLUESCREENLARGEBUTTONMOUSEUP","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"69","2","GLUESCREENLARGEBUTTONMOUSEOVER","MouseOverTarget.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"72","2","GLUECHECKBOXMOUSEUP","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"73","2","GLUECHECKBOXMOUSEOVER","MouseOverTarget.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"75","2","GLUECHARCUSTOMIZATIONMOUSEUP","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"76","2","GLUECHARCUSTOMIZATIONMOUSEOVER","MouseOverTarget.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"77","2","GLUESCROLLBUTTONMOUSEDOWN","iUIMainMenuButtonA.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\interface","1","0","8","45","2","0"
"78","2","GLUESCROLLBUTTONMOUSEUP","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"79","2","GLUESCROLLBUTTONMOUSEOVER","MouseOverTarget.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"80","2","GAMEABILITYBUTTONMOUSEDOWN","uChatScrollButton.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\interface","0,5","0","8","45","2","0"
"83","2","GAMESPELLBUTTONMOUSEDOWN","uChatScrollButton.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\interface","0,5","0","8","45","2","0"
"88","2","GAMEDIALOGOPEN","uEscapeScreenOpen.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\interface","0,7","0","8","45","2","0"
"89","2","GAMEDIALOGCLOSE","uEscapeScreenClose.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\interface","0,7","0","8","45","2","0"
"92","2","GAMESCREENSMALLBUTTONMOUSEUP","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"93","2","GAMESCREENSMALLBUTTONMOUSEOVER","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"95","2","GAMESCREENMEDIUMBUTTONMOUSEUP","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"96","2","GAMESCREENMEDIUMBUTTONMOUSEOVER","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"98","2","GAMESCREENLARGEBUTTONMOUSEUP","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"99","2","GAMESCREENLARGEBUTTONMOUSEOVER","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"100","2","GAMETARGETFRIENDLYUNIT","MouseOverTarget.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\interface","1","0","8","45","2","0"
"101","2","GAMETARGETHOSTILEUNIT","iSelectTarget.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\interface","1","0","8","45","2","0"
"102","2","GAMETARGETNEUTRALUNIT","MouseOverTarget.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\interface","1","0","8","45","2","0"
"103","2","GAMEHIGHLIGHTFRIENDLYUNIT","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"104","2","GAMEHIGHLIGHTHOSTILEUNIT","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"105","2","GAMEHIGHLIGHTNEUTRALUNIT","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"106","2","GAMEINITIALATTACK","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"111","2","ACTIONBARBUTTONDOWN","uChatScrollButton.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\interface","0,5","0","8","45","2","0"
"113","2","MINIMAPZOOMOUT","uMiniMapZoom.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\interface","0,7","0","8","45","2","0"
"114","2","MINIMAPZOOMIN","uMiniMapZoom.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\interface","0,7","0","8","45","2","0"
"115","2","MINIMAPOPEN","uMiniMapOpen.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\interface","0,7","0","8","45","2","0"
"116","2","MINIMAPCLOSE","uMiniMapClose.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\interface","0,7","0","8","45","2","0"
"117","2","BAGMENUBUTTONPRESS","iEquipmentContainerOpenA.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\interface","0,5","0","8","45","2","0"
"120","2","LOOTWINDOWCOINSOUND","LootCoinSmall.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","0,7","32","8","45","2","0"
"121","2","ITEMWEAPONSOUND","MouseOverTarget.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"122","2","ITEMARMORSOUND","MouseOverTarget.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"123","2","ITEMGENERICSOUND","MouseOverTarget.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Interface","1","0","8","45","2","0"
"124","2","LEVELUPSOUND","LevelUp.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Spells","0,7","0","8","45","2","0"
"129","4","Sword2H_ArmorFlesh","m2hSwordHitFlesh1a.ogg","m2hSwordHitFlesh1b.ogg","m2hSwordHitFlesh1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword2H","0,5","0","8","45","2","0"
"130","4","Sword2H_ArmorFleshCritical","m2hSwordHitFlesh1a.ogg","m2hSwordHitFlesh1b.ogg","m2hSwordHitFlesh1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword2H","0,75","0","8","45","2","0"
"131","4","Sword2H_ArmorChain","m2hSwordHitChain1a.ogg","m2hSwordHitChain1b.ogg","m2hSwordHitChain1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword2H","0,75","0","8","45","2","0"
"132","4","Sword2H_ArmorChainCritical","m2hSwordHitChainCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword2H","0,75","0","8","45","2","0"
"133","4","Sword2H_ArmorPlate","m2hSwordHitPlate1a.ogg","m2hSwordHitPlate1b.ogg","m2hSwordHitPlate1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword2H","0,75","0","8","45","2","0"
"134","4","Sword2H_ArmorPlateCritical","m2hSwordHitPlateCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword2H","0,75","0","8","45","2","0"
"135","4","Sword2H_ShieldMetal","m2hSwordHitMetalShield1a.ogg","m2hSwordHitMetalShield1b.ogg","m2hSwordHitMetalShield1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword2H","0,75","0","8","45","2","0"
"136","4","Sword2H_ShieldMetalCtitical","m2hSwordHitMetalShieldCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword2H","0,75","0","8","45","2","0"
"137","4","Sword2H_ShieldWood","m2hSwordHitMetalShield1a.ogg","m2hSwordHitMetalShield1b.ogg","m2hSwordHitMetalShield1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword2H","0,75","0","8","45","2","0"
"138","4","Sword2H_ShieldWoodCritical","m2hSwordHitMetalShield1a.ogg","m2hSwordHitMetalShield1b.ogg","m2hSwordHitMetalShield1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword2H","0,75","0","8","45","2","0"
"139","4","Sword2H_WeaponMetal","m2hSwordHitMetalWeapon1a.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword2H","0,75","0","8","45","2","0"
"140","4","Sword2H_WeaponMetalCtitical","m2hSwordHitMetalWeaponCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword2H","0,75","0","8","45","2","0"
"141","4","Sword2H_WeaponWood","m2hSwordHitMetalWeapon1a.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword2H","0,75","0","8","45","2","0"
"142","4","Sword2H_WeaponWoodCritical","m2hSwordHitMetalWeapon1a.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword2H","0,75","0","8","45","2","0"
"143","4","Sword1H_ArmorFlesh","m1hSwordHitFlesh1a.ogg","m1hSwordHitFlesh1b.ogg","m1hSwordHitFlesh1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword1H","0,65","0","8","45","2","0"
"144","4","Sword1H_ArmorFleshCritical","m1hSwordHitFleshCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword1H","0,75","0","8","45","2","0"
"145","4","Sword1H_ArmorChain","m1hSwordHitChain1a.ogg","m1hSwordHitChain1b.ogg","m1hSwordHitChain1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword1H","0,75","0","8","45","2","0"
"146","4","Sword1H_ArmorChainCritical","m1hSwordHitChainCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword1H","0,75","0","8","45","2","0"
"147","4","Sword1H_ArmorPlate","m1hSwordHitPlate1a.ogg","m1hSwordHitPlate1b.ogg","m1hSwordHitPlate1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword1H","0,75","0","8","45","2","0"
"148","4","Sword1H_ArmorPlateCritical","m1hSwordHitPlateCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword1H","0,75","0","8","45","2","0"
"149","4","Sword1H_ShieldMetal","m1hSwordHitMetalShield1a.ogg","m1hSwordHitMetalShield1b.ogg","m1hSwordHitMetalShield1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword1H","0,75","0","8","45","2","0"
"150","4","Sword1H_ShieldMetalCtitical","m1hSwordHitMetalShieldCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword1H","0,75","0","8","45","2","0"
"151","4","Sword1H_ShieldWood","m1hSwordHitMetalShield1a.ogg","m1hSwordHitMetalShield1b.ogg","m1hSwordHitMetalShield1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword1H","0,75","0","8","45","2","0"
"152","4","Sword1H_ShieldWoodCritical","m1hSwordHitMetalShield1a.ogg","m1hSwordHitMetalShield1b.ogg","m1hSwordHitMetalShield1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword1H","0,75","0","8","45","2","0"
"153","4","Sword1H_WeaponMetal","m1hSwordHitMetalWeapon1a.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword1H","0,75","0","8","45","2","0"
"154","4","Sword1H_WeaponMetalCtitical","m1hSwordHitMetalWeaponCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword1H","0,75","0","8","45","2","0"
"155","4","Sword1H_WeaponWood","m1hSwordHitMetalWeapon1a.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword1H","0,75","0","8","45","2","0"
"156","4","Sword1H_WeaponWoodCritical","m1hSwordHitMetalWeapon1a.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Sword1H","0,75","0","8","45","2","0"
"157","4","Axe2H_ArmorFlesh","m2hAxeHitFlesh1a.ogg","m2hAxeHitFlesh1b.ogg","m2hAxeHitFlesh1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe2H","0,75","0","8","45","2","0"
"158","4","Axe2H_ArmorFleshCritical","m2hAxeHitFleshCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe2H","0,75","0","8","45","2","0"
"159","4","Axe2H_ArmorChain","m2hAxeHitChain1a.ogg","m2hAxeHitChain1b.ogg","m2hAxeHitChain1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe2H","0,75","0","8","45","2","0"
"160","4","Axe2H_ArmorChainCritical","m2hAxeHitChainCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe2H","0,75","0","8","45","2","0"
"161","4","Axe2H_ArmorPlate","m2hAxeHitPlate1a.ogg","m2hAxeHitPlate1b.ogg","m2hAxeHitPlate1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe2H","0,75","0","8","45","2","0"
"162","4","Axe2H_ArmorPlateCritical","m2hAxeHitPlateCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe2H","0,75","0","8","45","2","0"
"163","4","Axe2H_ShieldMetal","m2hAxeHitMetalShield1a.ogg","m2hAxeHitMetalShield1b.ogg","m2hAxeHitMetalShield1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe2H","0,75","0","8","45","2","0"
"164","4","Axe2H_ShieldMetalCritical","m2hAxeHitMetalShieldCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe2H","0,75","0","8","45","2","0"
"165","4","Axe2H_ShieldWood","m2hAxeHitMetalShield1a.ogg","m2hAxeHitMetalShield1b.ogg","m2hAxeHitMetalShield1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe2H","0,75","0","8","45","2","0"
"166","4","Axe2H_ShieldWoodCritical","m2hAxeHitMetalShield1a.ogg","m2hAxeHitMetalShield1b.ogg","m2hAxeHitMetalShield1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe2H","0,75","0","8","45","2","0"
"167","4","Axe2H_WeaponMetal","m2hAxeHitMetalWeapon1a.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe2H","0,75","0","8","45","2","0"
"168","4","Axe2H_WeaponMetalCritical","m2hAxeHitMetalWeaponCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe2H","0,75","0","8","45","2","0"
"169","4","Axe2H_WeaponWood","m2hAxeHitMetalWeapon1a.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe2H","0,75","0","8","45","2","0"
"170","4","Axe2H_WeaponWoodCritical","m2hAxeHitMetalWeapon1a.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe2H","0,75","0","8","45","2","0"
"171","4","Axe1H_ArmorFlesh","m1hAxeHitFlesh1a.ogg","m1hAxeHitFlesh1b.ogg","m1hAxeHitFlesh1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe1H","0,75","0","8","45","2","0"
"172","4","Axe1H_ArmorFleshCritical","m1hAxeHitFleshCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe1H","0,75","0","8","45","2","0"
"173","4","Axe1H_ArmorChain","m1hAxeHitChain1a.ogg","m1hAxeHitChain1b.ogg","m1hAxeHitChain1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe1H","0,75","0","8","45","2","0"
"174","4","Axe1H_ArmorChainCritical","m1hAxeHitChainCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe1H","0,75","0","8","45","2","0"
"175","4","Axe1H_ArmorPlate","m1hAxeHitPlate1a.ogg","m1hAxeHitPlate1b.ogg","m1hAxeHitPlate1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe1H","0,75","0","8","45","2","0"
"176","4","Axe1H_ArmorPlateCritical","m1hAxeHitPlateCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe1H","0,75","0","8","45","2","0"
"177","4","Axe1H_ShieldMetal","m1hAxeHitMetalShield1a.ogg","m1hAxeHitMetalShield1b.ogg","m1hAxeHitMetalShield1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe1H","0,75","0","8","45","2","0"
"178","4","Axe1H_ShieldMetalCritical","m1hAxeHitMetalShieldCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe1H","0,75","0","8","45","2","0"
"179","4","Axe1H_ShieldWood","m1hAxeHitMetalShield1a.ogg","m1hAxeHitMetalShield1b.ogg","m1hAxeHitMetalShield1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe1H","0,75","0","8","45","2","0"
"180","4","Axe1H_ShieldWoodCritical","m1hAxeHitMetalShield1a.ogg","m1hAxeHitMetalShield1b.ogg","m1hAxeHitMetalShield1c.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe1H","0,75","0","8","45","2","0"
"181","4","Axe1H_WeaponMetal","m1hAxeHitMetalWeapon1a.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe1H","0,75","0","8","45","2","0"
"182","4","Axe1H_WeaponMetalCritical","m1hAxeHitMetalWeaponCrit.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe1H","0,75","0","8","45","2","0"
"183","4","Axe1H_WeaponWood","m1hAxeHitMetalWeapon1a.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe1H","0,75","0","8","45","2","0"
"184","4","Axe1H_WeaponWoodCritical","m1hAxeHitMetalWeapon1a.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Item\Weapons\Axe1H","0,75","0","8","45","2","0"
"186","10","HumanMaleCombatExertionCritical","HumanMaleAttackA.ogg","HumanMaleAttackB.ogg","HumanMaleAttackC.ogg","HumanMaleAttackD.ogg","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Character\Human\Male","1","0","8","45","2","0"
"193","10","HumanFemaleCombatExertion","mHumanFemaleAttackVoxA.ogg","mHumanFemaleAttackVoxB.ogg","mHumanFemaleAttackVoxC.ogg","mHumanFemaleAttackVoxD.ogg","mHumanFemaleAttackVoxE.ogg","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Character\Human\Female","1","0","8","45","2","0"
"195","2","HumanFemaleCombatInjury","mHumanFemaleWoundVoxA.ogg","mHumanFemaleWoundVoxB.ogg","mHumanFemaleWoundVoxC.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Character\Human\Female","1","0","8","45","2","0"
"196","2","HumanFemaleCombatInjuryCritical","mHumanFemaleWoundVoxA.ogg","mHumanFemaleWoundVoxB.ogg","mHumanFemaleWoundVoxC.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Character\Human\Female","1","0","8","45","2","0"
"197","10","HumanFemaleCombatDeath","mHumanFemaleDeathVoxA.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Character\Human\Female","1","0","8","45","2","0"
"209","10","OrcFemaleCombatExertion","mOrcFemaleAttackVoxA.ogg","mOrcFemaleAttackVoxB.ogg","mOrcFemaleAttackVoxC.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Character\Orc\Female","1","0","8","45","2","0"
"210","10","OrcFemaleCombatExertionCritical","mOrcFemaleAttackVoxA.ogg","mOrcFemaleAttackVoxB.ogg","mOrcFemaleAttackVoxC.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Character\Orc\Female","1","0","8","45","2","0"
"211","10","OrcFemaleCombatInjury","mOrcFemaleWoundVoxA.ogg","mOrcFemaleWoundVoxB.ogg","mOrcFemaleWoundVoxC.ogg","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Character\Orc\Female","1","0","8","45","2","0"
